word,part of speech,definition,explanation,etymology (comma-separated)
Partteikirian,Verb,Participar,,
Pasgonalbeon,Noun,"Pasaje, entrada, boleto",,
Pasneon,Noun,País,,
Pasnumideon,Adjective,Multinacional,,
Patsem,Adverb,"En algún lugar, en alguna parte",,"pats,em"
Patseon,Noun,"Lugar, ubicación",,
Patsideon,Adjective,Local,,
Patsin,Adverb,Localmente,,
Patsirian,Verb,"Situar, ubicar",,
Patsnameon,Noun,"Topónimo, toponimia",,
Patsnem,Adverb,"En ningún lugar, en ninguna parte",,"pats,nem"
Patsputingeon,Noun,Colocación,,
Patsputirian,Verb,Colocar,,
Patufleon,Noun,Pantufla,,
Paurageon,Noun,Espanto,,
Paureon,Noun,Miedo,,
Paurerbideon,Adjective,De miedo,,
Pauringen,Expression,Con miedo que,,
Pauririan,Verb,Tener miedo a,,
Pauriulideon,Adjective,Miedoso,,
Paursenseon,Noun,Temor,,
Paursenserbideon,Adjective,Temible,,
Paursensideon,Adjective,Temeroso,,
Paursensirian,Verb,Temer,,
Paurumideon,Adjective,Espantoso,,
Pauseon,Noun,Pausa,,
Pausirian,Verb,Pausar,,
Payatsemaon,Noun,Cajero,,
Payatseon,Noun,Caja,,
Payeon,Noun,Pago,,
Payirian,Verb,Pagar,,
Payirian chunkin,Verb,Pagar a plazos,,
Payudatumeon,Noun,Vencimiento,,
Payuratsofeon,Noun,Caja registradora,,
Pek,Preposition,Poco,,
Peken?,Adverb,¿Con qué?,,"Pek,ken"
Pekideon,Adjective,Poco,,
Pekin,Adverb,"Poco, un poco",,
Pekkronlastideon,Adjective,Pasajero,,
Pekumin,Adverb,Poquísimo,,
Peratseon,Noun,Sala de espera,,
Perbersemaon,Noun,Pervertido,,"Perber,es"
Perberseon,Noun,Perversión,,Perbers
Perbersideon,Adjective,"Pervertido, perverso",,Perbers
Perbersirian,Verb,Pervertir,,Perbers
Perdotadideon,Adjective,Transmisible,,
Perdoteon,Noun,Transmisión,,
Perdotirian,Verb,Transmitir,,
Pereon,Noun,Espera,,
Peririan,Verb,Esperar,,
Perkeon,Noun,Pregunta,,
Perkideon,Adjective,"Interrogante, interrogativo",,
Perkingeon,Noun,Interrogación,,
Perkirian,Verb,"Preguntar, interrogar",,
Perkroneon,Noun,Tiempo de espera,,
Perkupeon,Noun,"Cuestionario, formulario",,
Perleon,Noun,Perla,,
Perneon,Noun,Pierna,,
Perubeon,Noun,Perú,,
Perubideon,Adjective,Peruano,,
Perubiopaon,Noun,Peruano,,
Peshbarkeon,Noun,"Pesquero, barco pesquero",,
Peshemaon,Noun,"Pescador, pescadora",,
Pesheon,Noun,Pez,,
Peshideon,Adjective,Pesquero,,
Peshiesemeon,Noun,Pescado,,
Peshingeon,Noun,Pesca,,
Peshirian,Verb,Pescar,,
Peshnamnemeon,Noun,Piscívoro,,
Peshupeon,Noun,Cardumen,,
Peshuratseon,Noun,Pescadería,,
Peshuremaon,Noun,"Pescadero, pescadera",,
Pibasnirian,Verb,Animar,,
Pibateon,Noun,"Vitalidad, vivacidad, viveza",,
Pibatideon,Adjective,Vivaz,,
Pibeon,Noun,Vida,,
Pibieseon,Verb,"Vivo, viviente",,
Pibirhabeon,Noun,Sustento,,
Pibirhabirian,Verb,"Mantener, sustentar",,
Pibirian,Verb,Vivir,,
Pibudaltageon,Verb,"Masacre, matanza",,
Pibudaltemaon,Noun,Asesino,,
Pibudaltideon,Adjective,"Letal, mortal, mortífero",,
Pibudaltingeon,Verb,"Asesinato, homicidio",,
Pibudaltirian,Verb,Matar,,
Pibulasteon,Noun,Esperanza de vida,,
Pideon,Noun,Pie,,
Pidin,Adverb,A pie,,
Piducheon,Noun,Patada,,
Piducheon,Verb,Patear,,
Pidugonemeon,Noun,Peatón,,
Pidugonemestradeon,Noun,Calle peatonal,,
Pidugoneon,Noun,"Caminata, andanza",,
Pidugonideon,Adjective,Peatonal,,
Pidugonirian,Verb,"Caminar, andar (a pie)",,
Pikeon,Noun,Opinión,,
Pikirian,Verb,Opinar,,
Piknikeon,Noun,Picnic,,
Pilanteon,Noun,Momento,,
Pilantideon,Adjective,Momentáneo,,
Pilobeon,Noun,Almohada,,
Pilongeon,Noun,"Escalón, peldaño",,
Pilongupalkeon,Noun,"Escalera, escalerilla",,
Pilongupeon,Noun,Escalera,,
Pishkideon,Adjective,Físico,,
Pishkliekemaon,Noun,Fisioterapeuta,,
Pishkliekfaumeon,Noun,Fisioterapia,,
Pishkliekfaumideon,Adjective,Fisioterapéutico,,
Pishkokaneon,Noun,Efectivo,,
Pishkuchbildeon,Noun,Entrenamiento Físico,,"Pishk,uchbild"
Pistoleon,Noun,Pistola,,
Placheon,Noun,"Gusto, afición",,
Plachideon,Adjective,Grato,,
Plachin,Adverb,"Con gusto, gustosamente",,
Plachirian,Verb,Gustar,,
Plachumirian,Verb,Encantar,,
Plakasneon,Noun,Solidificación,,
Plakasnirian,Verb,Solidificar,,
Plakateon,Noun,Solidez,,
Plakeon,Noun,Sólido,,
Plakideon,Adjective,Sólido,,
Plakin,Adverb,Sólidamente,,
Plakingeon,Noun,Consolidación,,
Plakirian,Verb,Consolidar,,
Planeteon,Noun,Planeta,,
Planetideon,Adjective,Planetario,,
Planetnukleon,Noun,Núcleo planetario,,
Planetupatseon,Noun,Planetario,,
Plantagakeon,Verb,Botánica,,
Plantambreon,Noun,"Flora, plantación",,
Plantatseon,Noun,Plantación,,
Planteon,Noun,Planta,,
Plantingeon,Noun,"Cultivo, plantío",,
Plantirian,Verb,"Plantar, sembrar",,
Plantugrabufarbeon,Noun,Verdor,,
Plantyereon,Noun,Invernadero,,
Plaserin,Adverb,"Un placer, un gusto",,
Plaseru,Adverb,"Un placer, un gusto",,
Plateon,Noun,Disco (forma),,
Platsaribadideon,Adjective,Alcanzable,,
Platsaribirian,Verb,Alcanzar,,
Platsdaerfulirian,Verb,Hinchar,,
Plisbanchideon,Adjective,Plural,,
Plisideon,Adjective,"Vario, múltiple",,
Plislingemaon,Noun,Políglota,,
Plislingeon,Noun,"Multilingüismo, plurilingüismo",,
Plislingideon,Adjective,Polígloto,,
Plisludemideon,Adjective,Multijugador,,
Plismanyeon,Noun,Poligamia,,
Plisusideon,Adjective,Versátil,,
Plisusin,Adverb,Versátilmente,,
Pliteon,Noun,Partidura,,
Plitiremalkeon,Noun,Fisura,,
Plitiremeon,Noun,Grieta,,
Plitirian,Verb,"Agrietar, partir",,
Plodobaenideon,Adjective,Fructífero,,
Plodobeon,Noun,"Fruto, fruta",,
Plodobideon,Adjective,Frutal,,
Plodobirian,Verb,"Dar frutos, producir",,
Plodobubaumeon,Noun,Árbol frutal,,
Plodobunamnemaon,Noun,Frugívoro,,
Plodobuyuseon,Noun,"Jugo de fruta, zumo de fruta",,
Plubageon,Noun,Diluvio,,
Plubakbeon,Noun,Agua lluvia,,
Plubakbonteon,Noun,Cisterna,,
Plubekeon,Noun,"Llovizna, garuga",,
Plubekirian,Verb,"Lloviznar, chispear, garugar",,
Plubeon,Noun,Lluvia,,
Plubideon,Adjective,Lluvioso,,
Plubirian,Verb,Llover,,
Plububaumeon,Noun,Pluviselva,,
Plubumalseon,Noun,Impermeable,,
Plubumirian,Verb,Diluviar,,
Plumbumeon,Noun,Plomo,,
Podatirian,Verb,Servir,,
Podatofeon,Noun,Servicio,,
Podeon,Noun,"Potencia, poder",,
Podideon,Adjective,"Poderoso, potente",,
Podin,Adverb,Poderosamente,,
Pofeon,Noun,Favor,,
Pofitaon,Noun,"Padrastro, Madrastra",,
Pofrok,Preposition,"A causa de, con motivo de, debido a, por",,
Pofun,Interjection,Por favor,,
Poirmanaon,Noun,"Hermanastro, hermanastra",,
Pok,Preposition,Porque,,
Pokateon,Noun,Causalidad,,
Pokemeon,Noun,Causante,,
Pokirian,Verb,"Causar, ocasionar",,
Polandeon,Noun,Polonia,,
Polandiomeon,Noun,Polaco,,
Polandiopaon,Noun,Polaco,,
Polisambreon,Noun,Efectivo,,
Polisatseon,Noun,Comisaría,,
Polisemaon,Noun,Policía,,
Polisideon,Adjective,Policial,,
Polissoldateon,Noun,Gendarme,,
Polsasneon,Noun,Pulverización,,
Polsasnirian,Verb,Pulverizar,,
Polseon,Noun,Polvo,,
Polsideon,Adjective,Polvoriento,,
Polsusorohofeon,Noun,Aspiradora,,
Ponteon,Noun,Punto (puntaje),,
Pontupeon,Noun,"Puntaje, puntuación",,
Pordageon,Noun,Portón,,
Pordemaon,Noun,Portero,,
Pordematseon,Noun,Portería,,
Pordeon,Noun,Puerta,,
Portadideon,Adjective,Portátil,,
Portemeon,Noun,Portador,,
Portirian,Verb,"Llevar, portar",,
Portugaleon,Noun,Portugal,,
Portugaliopaon,Noun,Portugués,,
Posteon,Noun,Publicación,,
Postirian,Verb,Publicar,,
Prakatseon,Noun,"Aparcamiento, estacionamiento",,
Prakirian,Verb,Estacionar,,
Pras-hitofeon,Noun,Rifle,,
Praseon,Noun,Precisión,,
Prasideon,Adjective,Preciso,,
Pratsalkeon,Noun,Plazuela,,
Pratseon,Noun,Plaza,,
Prefereon,Noun,Preferencia,,
Prefererbideon,Adjective,Preferible,,
Prefererbin,Adverb,Preferiblemente,,
Preferideon,Adjective,Preferente,,
Preferin,Adverb,"Más bien, preferentemente",,
Preferirian,Verb,Preferir,,
Preferirideon,Adjective,Preferido,,
Preferiruntideon,Adverb,Favorito,,
Prek,Preposition,"Por, con, mediante, por medio de",,
Premirian,Verb,Presionar,"No figurado, teclas y botones, presionar emocionalmente",Prem
Presenteon,Noun,Presentación (de un documento),,
Presentirian,Verb,Presentar (digital),,
Prestideon,Adjective,"Entrante, próximo",,
Prestin,Adverb,"Pronto, luego",,
Prestu,Adverb,"Pronto, luego",,
Prets-hopeon,Noun,Presupuesto,,
Pretsbisokasneon,Noun,Inflación (economía),,
Pretsbisokasnirian,Verb,Inflar (precios),,
Pretseon,Noun,Precio,,
Pretshabirian,Verb,"Valer, costar",,
Pretsmosheon,Noun,Oferta,,
Pretsnekbisokasneon,Noun,Deflación (economía),,
Pretsnekbisokasnirian,Verb,Desinflar (precios),,
Pretsnoriokeon,Noun,"Subasta, destajo",,
Pretsnoriokirian,Verb,Subastar,,
Pretsupeon,Noun,"Tarifa, lista de precios",,
Pretsupsasneon,Noun,Estafa,,
Pretsupsasnirian,Verb,Estafar,,
Prihodeon,Noun,Aventura,,
Prihodideon,Adjective,Aventurero,,
Prihodiuleon,Noun,Aventurero,,
Probableon,Noun,Probabilidad,,
Probablideon,Adjective,Probable,,
Probablin,Adverb,Probablemente,,
Probisatseon,Noun,"Almacén, depósito",,
Probisemaon,Noun,Proveedor,,
Probiseon,Noun,Provisión,,
Probisingeon,Noun,"Aprovisionamiento, abastecimiento",,
Probisirian,Verb,Proveer,,
Probokirian,Verb,Provocar,,
Produkteon,Noun,Producto,,
Programhonyakeon,Noun,Compilación,,
Programhonyakirian,Verb,Compilar,,
Programhonyakofeon,Noun,Compilador,,
Programingeon,Noun,Programación,,
Programirian,Verb,Programar,,
Programlingeon,Noun,Lenguaje de programación,,
Programupeon,Noun,Software,,
Prok?,Adverb,¿Por qué?,,
Prokeon,Noun,"Razón, causa",,
Proposeon,Noun,Propuesta,,
Proposingeon,Noun,Proposición,,
Proposirian,Verb,Proponer,,
Proyekteon,Noun,"Proyecto, plan",,
Proyektirian,Verb,Proyectar,,
Publikeon,Noun,"Público, audiencia",,
Puertorikeon,Noun,Puerto Rico,,
Puertorikiopaon,Noun,Puertorriqueño,,
Pufleon,Noun,Fracaso,,
Puflideon,Adjective,"Fallido, fracasado",,
Puflirian,Verb,"Fracasar, fallar",,
Puinchirian,Verb,Deletrear,,
Pulobreon,Noun,"Pulóver, sudadera, capucha",,
Pulsareon,Noun,Púlsar,,
Punkeon,Noun,Punto,,
Purpeon,Noun,Púrpura,,
Purpideon,Adjective,Púrpura,,
Pusheon,Noun,"Empujón, empuje",,
Pushirian,Verb,Empujar,,
Putirian,Verb,"Poner, colocar",,
Rabeon,Noun,Rabia (enfermedad),,
Radikseon,Noun,Raíz,,
Radiksideon,Adjective,Radical,,
Radikstahneon,Noun,Radical,,
Radirian,Verb,Afeitar,,
Radiseon,Noun,Raíz (base de algo físico),,
Radofeon,Noun,Navaja (de afeitar),,
Rahasneon,Noun,Provocación,,
Rahasnideon,Adjective,"Provocativo, provocador",,
Rahasnirian,Verb,"Cabrear, provocar",,
Raheon,Noun,"Ira, enojo, rabia",,
Raheremaon,Noun,Ministro,,
Rahereon,Noun,Ministerio,,
Rahideon,Adjective,"Enfadado, enojado",,
Rahin,Adverb,Enfadadamente,,
Rahirian,Verb,"Enfadarse, rabiar",,
Rahiulideon,Adjective,"Iracundo, irritable",,
Rahumideon,Adjective,Furioso,,
Raikseon,Noun,Raíz,,
Raiksideon,Adjective,Radical,,
Railden,Preposition,"En lugar de, en vez de",,
Raildonadideon,Adjective,Reemplazable,,
Raildonasneon,Noun,Reemplazo,,
Raildonasnideon,Adjective,Sustitutivo,,
Raildonemeon,Noun,Sustituto,,
Raildoneon,Noun,"Sustitución, reemplazo",,
Raildonideon,Adjective,"Suplente, sustituto",,
Raildonin,Adverb,"En su lugar, en cambio, en vez de",,
Raildonirian,Verb,"Reemplazar, sustituir",,
Railneimlafeon,Noun,Pronombre,,
Raketeon,Noun,Raqueta,,
Ralseon,Noun,Ropa exterior superior,,
Ralstorsageon,Noun,Polerón,,
Ralstorseon,Noun,Polera,,
Rameon,Noun,Rama,,
Ramupeon,Noun,"Copa, ramaje",,
Raremeon,Noun,Rareza,,
Rareon,Noun,Rareza,,
Rarideon,Adjective,Raro,,
Rarin,Adverb,Raramente,,
Ras-harteon,Noun,Acuerdo,,
Ras-hartideon,Adjective,Acordado,,
Ras-hartirian,Verb,Acordar,,
Raseneon,Noun,Espiral,,
Rasenideon,Adjective,Espiral,,
Rasglefeon,Noun,Helicóptero,,
Rasglefgonaribatseon,Noun,Helipuerto,,
Rastemaon,Noun,Prójimo,,
Rasteon,Noun,"Proximidad, cercanía",,
Rastideon,Adjective,"Cercano, cerca, próximo",,
Rastin,Adverb,"Cerca, cercanamente",,
Rastingeon,Noun,"Aproximamiento, acercamiento",,
Rastirian,Verb,"Acercar, aproximar",,
Ratatateon,Noun,Estruendo,,
Ratatatideon,Adjective,Estruendoso,,
Rats,Preposition,Lejos,,
Ratsboyasnirian,Verb,"Disuadir, desviar",,
Ratsboyirian,Verb,Desviar,,
Ratseon,Noun,"Distancia, lejanía",,
Ratsfonbancheon,Noun,Número (telefónico),,
Ratsfonbukeon,Noun,"Directorio, guía telefónica",,
Ratsfoneon,Noun,Teléfono,,
Ratsfonideon,Adjective,Telefónico,,
Ratsfoningeon,Noun,Llamada,,
Ratsfonirian,Verb,Llamar (por teléfono),,
Ratsgoneon,Noun,"Ida, partida",,
Ratsgonirian,Verb,"Irse (lejos), pirarse, partir",,
Ratsideon,Adjective,"Lejano, lejos, distante",,
Ratsin,Adverb,"Lejanamente, lejos",,
Ratsingeon,Noun,"Alejamiento, distanciamiento",,
Ratsirian,Verb,"Alejar, distanciar",,
Ratskonemeon,Noun,Fugitivo,,
Ratskoneon,Noun,"Huída, fuga",,
Ratskonirian,Verb,"Huir, fugar",,
Realadideon,Adjective,"Realizable, factible",,
Realasneon,Noun,Realización,,
Realasningeon,Noun,Realizador,,
Realasnirian,Verb,"Realizar, cumplir",,
Realeon,Noun,"Real, realidad",,
Realideon,Adjective,"Real, verdadero, efectivo",,
Realkroneon,Noun,Tiempo real,,
Realogeon,Noun,Realismo,,
Realogideon,Adjective,Realista,,
Redadideon,Adjective,Legible,,
Redeon,Noun,Lectura,,
Redingemaon,Noun,Lector,,
Redirian,Verb,Leer,,
Redofeon,Noun,"Lector, reproductor",,
Redusapemaon,Noun,Alfabetizado,,
Redusapeon,Noun,Alfabetización,,
Ref,Preposition,"Por, hecho por (agente)",,
Refeon,Noun,"Agente, el que hace x cosa",,
Regfaumeon,Noun,Forma de gobierno,,
Regideon,Adjective,Dominante,,
Regiesemaon,Noun,Súbdito,,
Regingemaon,Noun,"Gobernante, gobernador",,
Regingeon,Noun,Gobierno,,
Regingideon,Adjective,"Dominante, regente",,
Regirian,Verb,"Gobernar, regir",,
Rehteon,Noun,Derecho,,
Rehtideon,Adjective,Legítimo,,
Rehuleon,Noun,Regulación,,
Rehulirian,Verb,Regular,,
Rehulofeon,Noun,Regulador,,
Reklamchikeon,Noun,"Anuncio, publicidad",,Reklamchik
Reklamchikideon,Adjective,Publicitario,,Reklamchik
Reklamchikirian,Verb,"Anunciar, publicitar",,Reklamchik
Rekteon,Noun,Recta,,
Rektideon,Adjective,"Recto, derecho",,
Rektin,Adverb,Rectamente,,
Rektirian,Verb,Enderezar,,
Repademeon,Noun,Reparador,,
Repadeon,Noun,Reparación,,
Repadirian,Verb,Reparar (algo mecánico),,
Repenteon,Noun,Arrepentimiento,,
Repentirian,Verb,Arrepentirse,,
Repleon,Noun,"Contestación, respuesta",,
Replirian,Verb,"Responder, contestar (pregunta)",,
Replofeon,Noun,Formulario,,
Replupeon,Noun,Preguntas más frecuentes (FAQ),,
Reshatadideon,Adjective,"Resolvible, solucionable, remediable",,
Reshateon,Noun,"Resolución, solución, remedio",,
Reshatingeon,Noun,"Resolución, solución",,
Reshatirian,Verb,"Resolver, solucionar, remediar",,
Resteon,Noun,"Sobra, resto",,
Restideon,Adjective,Sobrante,,
Restirian,Verb,"Quedar, sobrar",,
Restoranteon,Noun,Restaurante,,
Resurekteon,Noun,Resurrección,,
Resurektirian,Verb,Resucitar,,
Ribalateon,Noun,Rivalidad,,
Ribalideon,Adjective,Rival,,
Ribalirian,Verb,Rivalizar,,
Ribalkeon,Noun,"Riachuelo, arroyo",,
Ribeon,Noun,Río,,
Ribideon,Adjective,Fluvial,,
Ribin,Adverb,Fluvialmente,,
Ribonteon,Noun,"Cauce, lecho",,
Ribubodeon,Noun,Barca,,
Richadideon,Adjective,Alcanzable,,
Richirian,Verb,Alcanzar,,
Ridikleon,Noun,Ridículo,,
Ridiklideon,Adjective,Ridículo,,
Ridiklirian,Verb,Ridiculizar,,
Rimarkadin,Adverb,Notablemente,,
Rimarkasnirian,Verb,"Hacer notar, señalar",,
Rimarkeon,Noun,Observación,,
Rimarkerbideon,Adjective,Notable,,
Rimarkirian,Verb,"Notar, advertir, observar",,
Riokakaon,Noun,Pasajero,,
Riokakukarteon,Noun,Coche de pasajeros,,
Riseon,Noun,Arroz,,
Risteon,Noun,Muñeca,,
Ristuhoraratofeon,Noun,Reloj,,
Robeon,Noun,Túnica,,
Rokeon,Noun,Roca,,
Roketeon,Noun,Cohete,,
Rokideon,Adjective,Rocoso,,
Rokin,Adverb,Rocosamente,,
Roleon,Noun,Rodillo,,
Rolideon,Adjective,Rodante,,
Rolirian,Verb,Rodar,,
Rolyereon,Verb,Casa rodante,,
Romantemaon,Noun,Romántico,,
Romantideon,Adjective,Romántico,,
Ronaneon,Noun,Rubor,,
Ronanirian,Verb,"Sonrojarse, ruborizarse",,
Ronasnirian,Verb,Enrojecerse,,
Ronbresteon,Noun,Petirrojo,,
Ronekideon,Adjective,Rojizo,,
Roneon,Noun,Rojo,,
Ronharideon,Adjective,Pelirrojo,,
Ronideon,Adjective,Rojo,,
Ronkafideon,Adjective,"Bermejo, castaño, marrón rojizo",,
Roseon,Noun,Rosa (color),,
Rosideon,Adjective,"Rosa, rosado",,
Rostirian,Verb,Tostar,,
Rostumianbeon,Noun,Tostada,,
Rotelenirian,Verb,Arrodillar,,
Roteleon,Noun,Rodilla,,
Royaon,Noun,Rey o reina,,
Royemaon,Noun,Soberano,,
Royideon,Adjective,Real,,
Royingeon,Noun,Reinado,,
Royirian,Verb,"Regir, gobernar",,
Royitaon,Noun,Príncipe o princesa,,
Royubaerdugonatseon,Noun,Cañada real,,
Royulandeon,Noun,Reino,,
Royumayoraon,Noun,Majestad,,
Royupasneon,Noun,Reino,,
Royupeon,Noun,Realeza,,
Royuteiringatseon,Noun,Corte real,,
Ruan,Preposition,"A través de, por",,
Ruangonatseon,Noun,Pasillo,,
Ruangoneon,Noun,Paso,,
Ruangonirian,Verb,"Atravesar, recorrer, cruzar",,
Ruannoktatseon,Noun,"Albergue, alojamiento",,
Ruannoktirian,Verb,Pernoctar,,
Rukeon,Noun,Caminata,,
Rukingemeon,Noun,Caminante,,
Rukirian,Verb,Caminar,,
Ruktiksageon,Noun,"Porra, garrote",,
Ruktiksucheon,Noun,Bastonazo,,
Rulasnideon,Adjective,Regulador,,
Rulasnirian,Verb,Regular,,
Rulateon,Adjective,Regularidad,,
Ruleon,Noun,Regla,,
Rulideon,Adjective,Regular (se ajusta a una regla),,
Rulingeon,Noun,Regulación,,
Rulofeon,Noun,Regulador,,
Rulupeon,Noun,Reglamento,,
Rumageon,Noun,Sala,,
Rumaneon,Noun,Rumania,,
Rumaniomeon,Noun,Rumano,,
Rumaniopaon,Noun,Rumano,,
Rumeon,Noun,"Cuarto, habitación",,
Rumupeon,Noun,Vivienda,,
Ruoheon,Noun,"Pasto, césped",,
Ruohtranchofeon,Noun,"Cortacésped, segadora",,
Ruseon,Noun,Rusia,,
Rusideon,Adjective,Ruso,,
Rusiomeon,Noun,Ruso,,
Rusiopaon,Noun,Ruso,,
Sa,Pronoun,Ellas,,
Sadamasnirian,Verb,Determinar,,
Sadameon,Noun,Decisión,,
Sadamideon,Adjective,"Decisivo, crucial",,
Sadamin,Adverb,Decisivamente,,
Sadamingeon,Noun,Toma de decisión,,
Sadamirian,Verb,Decidir,,
Sadampodeon,Noun,Autoridad,,
Saeteon,Noun,Seda,,
Saetideon,Adjective,Sedoso,,
Sail,Preposition,"Al lado de, junto a",,
Sailin,Adverb,"Adyacentemente, al lado",,
Sailputirian,Verb,Yuxtaponer,,
Sakadeon,Noun,"Viabilidad, factibilidad",,
Sakadideon,Adjective,"Factible, viable",,
Sakemaon,Noun,Productor,,
Sakingeon,Noun,Confección,,
Sakirian,Verb,Hacer (algo material),,
Salilideon,Adjective,Adyacente,,
Salnitrumatseon,Noun,Salitrera,,
Salnitrumeon,Noun,Salitre,,
Salnitrumideon,Noun,Salitrero,,
Saltateon,Noun,Salinidad,,Salt
Saltatseon,Noun,"Salina, salar",,Salt
Salteon,Noun,Sal,,Salt
Saltideon,Adjective,"Salado, salino, salobre",,Salt
Saltonteon,Noun,Salero,,Salt
Saltre,Pronoun,Otros,,
Saltumisumeon,Noun,Salar,,"Salt,misum"
Samatrichadideon,Adjective,Alcanzable,,
Samatrichirian,Verb,Alcanzar,,
Sameon,Noun,Mismo,,
Samideon,Adjective,Mismo,,
Samin,Adverb,"Igualmente, asimismo",,
Samkronpibirian,Verb,Vivir al mismo tiempo que,,
Samplatsaribadideon,Adjective,Alcanzable,,
Samplatsaribirian,Verb,Alcanzar,,
Santatseon,Noun,Santuario,,
Santemaon,Noun,Santo,,
Santideon,Adjective,"Santo, San",,
Santin,Adverb,Santamente,,
Santlusiyeon,Noun,Santa Lucía,,
Santlusiyiopaon,Noun,Santalucense,,
Santumarineon,Noun,San Marino,,
Santumariniopaon,Noun,Sanmarinense,,
Santumideon,Adjective,Santísimo,,
Saos,"Adjective, Adverb","Su (de ellas), Suyo",,
Sapasirian,Verb,Averiguar,,
Sapasneon,Noun,"Informe, noticia",,
Sapasnirian,Verb,Informar,,
Sapeon,Noun,"Conocimiento, saber",,
Sapiesasnemaon,Noun,Anunciante,,
Sapiesasneon,Noun,Anuncio,,
Sapiesasnirian,Verb,Anunciar,,
Sapirian,Verb,"Conocer, saber",,
Sapuboleon,Noun,Curiosidad,,
Sapubolideon,Adjective,Curioso,,
Satasnideon,Adjective,Satisfactorio,,
Satasnirian,Verb,"Complacer, satisfacer",,
Sateon,Noun,Satisfacción,,
Satideon,Adjective,Satisfecho,,
Satseon,Noun,"Oración, frase",,
Saturndiyeon,Noun,Sábado,,
Saturneon,Noun,Saturno,,
Saudiyarabeon,Noun,Arabia Saudita,,
Saudiyarabideon,Noun,"Saudí, saudita",,
Saudiyarabiopaon,Noun,"Saudita, saudí",,
Saye,Pronoun,Nosotros (objetos),,
Sayeos,"Adjective, adverb",Nuestro,,
Segasnideon,Adjective,Deslumbrante,,
Segateon,Noun,Ceguera,,
Segembastumeon,Noun,Bastón (para ciegos),,
Segemeon,Noun,Ciego,,
Segideon,Adjective,Ciego,,
Segirian,Verb,Cegar,,
Segludeon,Noun,Gallina Ciega,,
Sei,Adjective,Seis,,
Seian,Adjective,Sexto,,
Seikadideon,Adjective,Lograble,,
Seikaribadideon,Adjective,"Alcanzable, lograble",,
Seikaribirian,Verb,"Alcanzar, lograr",,
Seikeon,Noun,Éxito,,
Seikideon,Adjective,Exitoso,,
Seikin,Adverb,Exitosamente,,
Seikirian,Verb,"Conseguir, lograr, alcanzar/tener éxito",,
Seilaneon,Noun,Sri Lanka,,
Seilaniopaon,Noun,"Ceilandés, ceilanés, esrilankés",,
Seimonateon,Noun,Junio,,
Sekundeon,Noun,Segundo,,
Sekurasnadideon,Verb,Asegurable,,
Sekurasnirian,Verb,Proteger,,
Sekureon,Noun,Seguridad,,
Sekurideon,Adjective,Seguro,,
Sekurin,Adverb,"A salvo, seguramente",,
Sekurrumeon,Noun,Caja fuerte (cuarto),,
Sembreon,Noun,Semilla,,
Sembringeon,Noun,Siembra,,
Sembririan,Verb,Sembrar,,
Sen,Preposition,Antes (de),,
Senasdiyin,Adverb,Ayer,,
Senberneon,Noun,Primavera,,
Senbernideon,Adjective,Primaveral,,
Senbiradideon,Adjective,Previsible,,Bir
Senbireon,Noun,Previsión,,Bir
Senbirian,Verb,Prever,,Bir
Senblakeon,Noun,Prefacio,,
Sendenkideon,Adjective,Premeditado,,
Sendenkingeon,Noun,Premeditación,,
Sendenkirian,Verb,Premeditar,,
Sendeon,Noun,Envío,,
Sendingemaon,Noun,Emisor,,
Sendinpemeon,Noun,Remitente,,
Sendirian,Verb,Enviar,,
Sendiyeon,Noun,Víspera,,
Senemaon,Noun,"Antecesor, predecesor",,
Senemeon,Noun,Antecedente,,
Seneon,Noun,Anterioridad,,
Senfainaribirian,Verb,Alcanzar,,
Sengipasideon,Adjective,Prenatal,,
Senhistoreon,Noun,Prehistoria,,
Senhistorideon,Adjective,Prehistórico,,
Senhistorin,Adverb,Prehistóricamente,,
Senideon,Adjective,"Anterior, previo",,
Senin,Adverb,"Antes, anteriormente",,
Seningemeon,Noun,Predecesor,,
Senirian,Verb,Preceder,,
Senkronideon,Adjective,Prematuro,,
Senlernatsideon,Noun,Preescolar,,
Senletsideon,Adjective,Penúltimo,,
Senlistemeon,Noun,Preparativo,,
Senlisteon,Noun,Preparación,,
Senlistideon,Adjective,Preparativo,,
Senlistirian,Verb,Preparar,,
Senlong(in),Adverb,Hace (mucho) tiempo,,
Senlukeon,Noun,Vista previa,,
Senmatseon,Noun,"Suburbio, afueras",,
Senmeon,Noun,Semen,,
Sennameon,Noun,Nombre de pila,,
Sennamneon,Noun,Entrada (primer plato),,
Senneklongin,Adverb,Hace poco,,
Senproyekteon,Noun,Anteproyecto,,
Senpudlafeon,Noun,Preposición,,
Senpudlafideon,Adjective,Preposicional,,
Senputirian,Verb,Anteponer,,
Senratsgonaribirian,Verb,Alcanzar,,
Senrumeon,Noun,Antesala,,
Senseon,Noun,"Sensación, sentido",,
Senseyemaon,Noun,Adivino,,
Senseyeon,Noun,Predicción,,
Senseyirian,Verb,Predecir,,
Sensideon,Adjective,Sensitivo,,
Sensirian,Verb,Sentir,,
Sensiuludeon,Adjective,Sensible,,
Sensofeon,Noun,Sensor,,
Senteon,Noun,Sentido,,
Sentramerikeon,Noun,Centroamérica,,
Sentramerikideon,Adjective,Centroamericano,,
Sentramerikiopaon,Noun,Centroamericano,,
Sentreon,Noun,Centro,,
Sentrideon,Adjective,Central,,
